Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Duração (min)
JARDINS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,510
JARDINS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,3510
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 CICATRIZ,60
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 COLO,40
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 MÃOS,30
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 PESCOÇO,40
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 ROSTO,330
JARDINS,MEDICINA ESTÉTICA,Julho,DERMAROLLER,240
JARDINS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,480
JARDINS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,2160
JARDINS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,1215
JARDINS,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,90
JARDINS,MEDICINA ESTÉTICA,Julho,RADIESSE,720
JARDINS,MEDICINA ESTÉTICA,Julho,RETOQUE,615
JARDINS,MEDICINA ESTÉTICA,Julho,SCULPTRA,1770
JARDINS,MEDICINA ESTÉTICA,Julho,SECAGEM,300
JARDINS,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,450
JARDINS,MEDICINA ESTÉTICA,Junho,BOTOX POWER,2640
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 CICATRIZ,20
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 COLO,40
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 OLHEIRAS,10
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 PESCOÇO,20
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 ROSTO,270
JARDINS,MEDICINA ESTÉTICA,Junho,DERMAROLLER,150
JARDINS,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,360
JARDINS,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,1950
JARDINS,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,1080
JARDINS,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,90
JARDINS,MEDICINA ESTÉTICA,Junho,RADIESSE,600
JARDINS,MEDICINA ESTÉTICA,Junho,RETOQUE,675
JARDINS,MEDICINA ESTÉTICA,Junho,SCULPTRA,2340
JARDINS,MEDICINA ESTÉTICA,Junho,SECAGEM,330
JARDINS,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,330
JARDINS,MEDICINA ESTÉTICA,Maio,BOTOX POWER,3390
JARDINS,MEDICINA ESTÉTICA,Maio,CO2 CICATRIZ,30
JARDINS,MEDICINA ESTÉTICA,Maio,CO2 OLHEIRAS,10
JARDINS,MEDICINA ESTÉTICA,Maio,CO2 ROSTO,330
JARDINS,MEDICINA ESTÉTICA,Maio,DERMAROLLER,90
JARDINS,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,270
JARDINS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,2190
JARDINS,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,90
JARDINS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,1080
JARDINS,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,180
JARDINS,MEDICINA ESTÉTICA,Maio,RADIESSE,630
JARDINS,MEDICINA ESTÉTICA,Maio,RETOQUE,795
JARDINS,MEDICINA ESTÉTICA,Maio,SCULPTRA,2220
JARDINS,MEDICINA ESTÉTICA,Maio,SECAGEM,510
JARDINS,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,120
JARDINS,MEDICINA ESTÉTICA,Março,BOTOX POWER,2820
JARDINS,MEDICINA ESTÉTICA,Março,CO2 CICATRIZ,70
JARDINS,MEDICINA ESTÉTICA,Março,CO2 COLO,120
JARDINS,MEDICINA ESTÉTICA,Março,CO2 MÃOS,10
JARDINS,MEDICINA ESTÉTICA,Março,CO2 OLHEIRAS,10
JARDINS,MEDICINA ESTÉTICA,Março,CO2 ROSTO,780
JARDINS,MEDICINA ESTÉTICA,Março,DERMAROLLER,150
JARDINS,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,630
JARDINS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,1740
JARDINS,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,90
JARDINS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,1245
JARDINS,MEDICINA ESTÉTICA,Março,PRÓ-MESO,300
JARDINS,MEDICINA ESTÉTICA,Março,RADIESSE,270
JARDINS,MEDICINA ESTÉTICA,Março,RETOQUE,135
JARDINS,MEDICINA ESTÉTICA,Março,SCULPTRA,1710
JARDINS,MEDICINA ESTÉTICA,Março,SECAGEM,600
JARDINS,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,270
JARDINS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,2130
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 CICATRIZ,10
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 COLO,20
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 MÃOS,10
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 PESCOÇO,20
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 ROSTO,330
JARDINS,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,120
JARDINS,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,30
JARDINS,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,300
JARDINS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,1380
JARDINS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,705
JARDINS,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,30
JARDINS,MEDICINA ESTÉTICA,Novembro,RADIESSE,180
JARDINS,MEDICINA ESTÉTICA,Novembro,RETOQUE,300
JARDINS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1140
JARDINS,MEDICINA ESTÉTICA,Novembro,SECAGEM,240
JARDINS,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,120
JARDINS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,480
JARDINS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,3420
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 COLO,80
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 OLHEIRAS,20
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 ROSTO,360
JARDINS,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,150
JARDINS,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,45
JARDINS,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,480
JARDINS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,1800
JARDINS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,1170
JARDINS,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,180
JARDINS,MEDICINA ESTÉTICA,Outubro,RADIESSE,210
JARDINS,MEDICINA ESTÉTICA,Outubro,RETOQUE,510
JARDINS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,2070
JARDINS,MEDICINA ESTÉTICA,Outubro,SECAGEM,510
JARDINS,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,330
JARDINS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,2400
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 CICATRIZ,20
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 COLO,20
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 OLHEIRAS,10
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 PESCOÇO,20
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 ROSTO,390
JARDINS,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,150
JARDINS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,270
JARDINS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,1710
JARDINS,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,30
JARDINS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,780
JARDINS,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,120
JARDINS,MEDICINA ESTÉTICA,Setembro,RADIESSE,360
JARDINS,MEDICINA ESTÉTICA,Setembro,RETOQUE,450
JARDINS,MEDICINA ESTÉTICA,Setembro,SCULPTRA,1830
JARDINS,MEDICINA ESTÉTICA,Setembro,SECAGEM,360
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,1680
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,90
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,510
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER PESCOÇO,200
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER BRAÇO,45
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,2460
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,405
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,630
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,930
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,600
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER BRAÇO,45
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,1440
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,45
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,90
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,690
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,200
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,2100
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,90
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,315
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,390
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,870
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,400
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,2040
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,90
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,210
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,810
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,360
JARDINS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,2220
JARDINS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,90
JARDINS,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,90
JARDINS,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,210
JARDINS,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,1080
JARDINS,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,360
JARDINS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,2460
JARDINS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,90
JARDINS,ULTRAFORMER_III,Março,ULTRAFORMER INTERNO COXA,90
JARDINS,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,270
JARDINS,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,810
JARDINS,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,200
JARDINS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,240
JARDINS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,180
JARDINS,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,60
JARDINS,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,80
JARDINS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,1680
JARDINS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,90
JARDINS,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,225
JARDINS,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,480
JARDINS,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,1020
JARDINS,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,440
JARDINS,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,1200
JARDINS,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,135
JARDINS,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,90
JARDINS,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,420
JARDINS,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,240
LAPA,ESTÉTICA,Abril,CARBOXITERAPIA,1200
LAPA,ESTÉTICA,Abril,CRIOLIPÓLISE,180
LAPA,ESTÉTICA,Abril,DRENAGEM,8940
LAPA,ESTÉTICA,Abril,HECCUS,750
LAPA,ESTÉTICA,Abril,HIDRATAÇÃO,300
LAPA,ESTÉTICA,Abril,LIMPEZA DE PELE,8760
LAPA,ESTÉTICA,Abril,PEELING DE DIAMANTE,1500
LAPA,ESTÉTICA,Abril,PRÓ- SHAPE,720
LAPA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,690
LAPA,ESTÉTICA,Agosto,CARBOXITERAPIA,870
LAPA,ESTÉTICA,Agosto,CRIOLIPÓLISE,540
LAPA,ESTÉTICA,Agosto,DRENAGEM,8100
LAPA,ESTÉTICA,Agosto,HECCUS,720
LAPA,ESTÉTICA,Agosto,HIDRATAÇÃO,510
LAPA,ESTÉTICA,Agosto,LIMPEZA DE PELE,8340
LAPA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,1380
LAPA,ESTÉTICA,Agosto,PRÓ- SHAPE,180
LAPA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,450
LAPA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,1050
LAPA,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,780
LAPA,ESTÉTICA,Fevereiro,DRENAGEM,8640
LAPA,ESTÉTICA,Fevereiro,HECCUS,810
LAPA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,240
LAPA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,6840
LAPA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,900
LAPA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,360
LAPA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,510
LAPA,ESTÉTICA,Julho,CARBOXITERAPIA,750
LAPA,ESTÉTICA,Julho,CRIOLIPÓLISE,480
LAPA,ESTÉTICA,Julho,DRENAGEM,8220
LAPA,ESTÉTICA,Julho,HECCUS,810
LAPA,ESTÉTICA,Julho,HIDRATAÇÃO,330
LAPA,ESTÉTICA,Julho,LIMPEZA DE PELE,10020
LAPA,ESTÉTICA,Julho,PEELING DE DIAMANTE,1860
LAPA,ESTÉTICA,Julho,PRÓ- SHAPE,300
LAPA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,210
LAPA,ESTÉTICA,Junho,CARBOXITERAPIA,1020
LAPA,ESTÉTICA,Junho,DRENAGEM,12060
LAPA,ESTÉTICA,Junho,HECCUS,750
LAPA,ESTÉTICA,Junho,HIDRATAÇÃO,600
LAPA,ESTÉTICA,Junho,LIMPEZA DE PELE,6060
LAPA,ESTÉTICA,Junho,PEELING DE DIAMANTE,1410
LAPA,ESTÉTICA,Junho,PRÓ- SHAPE,300
LAPA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,870
LAPA,ESTÉTICA,Maio,CARBOXITERAPIA,1410
LAPA,ESTÉTICA,Maio,CRIOLIPÓLISE,480
LAPA,ESTÉTICA,Maio,DRENAGEM,12780
LAPA,ESTÉTICA,Maio,HECCUS,540
LAPA,ESTÉTICA,Maio,HIDRATAÇÃO,210
LAPA,ESTÉTICA,Maio,LIMPEZA DE PELE,7260
LAPA,ESTÉTICA,Maio,PEELING DE DIAMANTE,1560
LAPA,ESTÉTICA,Maio,PRÓ- SHAPE,240
LAPA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,660
LAPA,ESTÉTICA,Março,CARBOXITERAPIA,1170
LAPA,ESTÉTICA,Março,CRIOLIPÓLISE,780
LAPA,ESTÉTICA,Março,DRENAGEM,7980
LAPA,ESTÉTICA,Março,HECCUS,720
LAPA,ESTÉTICA,Março,HIDRATAÇÃO,120
LAPA,ESTÉTICA,Março,LIMPEZA DE PELE,7260
LAPA,ESTÉTICA,Março,PEELING DE DIAMANTE,720
LAPA,ESTÉTICA,Março,PRÓ- SHAPE,1140
LAPA,ESTÉTICA,Março,RADIOFREQUÊNCIA,420
LAPA,ESTÉTICA,Novembro,CARBOXITERAPIA,780
LAPA,ESTÉTICA,Novembro,DRENAGEM,3900
LAPA,ESTÉTICA,Novembro,HECCUS,540
LAPA,ESTÉTICA,Novembro,HIDRATAÇÃO,720
LAPA,ESTÉTICA,Novembro,LIMPEZA DE PELE,4080
LAPA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,510
LAPA,ESTÉTICA,Novembro,PRÓ- SHAPE,420
LAPA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,60
LAPA,ESTÉTICA,Outubro,CARBOXITERAPIA,1590
LAPA,ESTÉTICA,Outubro,CRIOLIPÓLISE,1380
LAPA,ESTÉTICA,Outubro,DRENAGEM,9960
LAPA,ESTÉTICA,Outubro,HECCUS,1410
LAPA,ESTÉTICA,Outubro,HIDRATAÇÃO,840
LAPA,ESTÉTICA,Outubro,LIMPEZA DE PELE,7140
LAPA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,690
LAPA,ESTÉTICA,Outubro,PRÓ- SHAPE,660
LAPA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,150
LAPA,ESTÉTICA,Setembro,CARBOXITERAPIA,1110
LAPA,ESTÉTICA,Setembro,CRIOLIPÓLISE,1560
LAPA,ESTÉTICA,Setembro,DRENAGEM,8520
LAPA,ESTÉTICA,Setembro,HECCUS,1080
LAPA,ESTÉTICA,Setembro,HIDRATAÇÃO,870
LAPA,ESTÉTICA,Setembro,LIMPEZA DE PELE,7440
LAPA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,930
LAPA,ESTÉTICA,Setembro,PRÓ- SHAPE,240
LAPA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,150
LAPA,LAVIEEN,Abril,LAVIEEN,855
LAPA,LAVIEEN,Agosto,LAVIEEN,270
LAPA,LAVIEEN,Agosto,PRÓ-SÉRUM,35
LAPA,LAVIEEN,Fevereiro,LAVIEEN,885
LAPA,LAVIEEN,Julho,LAVIEEN,945
LAPA,LAVIEEN,Junho,LAVIEEN,1590
LAPA,LAVIEEN,Junho,PRÓ-SÉRUM,15
LAPA,LAVIEEN,Maio,LAVIEEN,1890
LAPA,LAVIEEN,Maio,PRÓ-SÉRUM,30
LAPA,LAVIEEN,Março,LAVIEEN,930
LAPA,LAVIEEN,Novembro,LAVIEEN,240
LAPA,LAVIEEN,Novembro,PRÓ-SÉRUM,5
LAPA,LAVIEEN,Outubro,LAVIEEN,705
LAPA,LAVIEEN,Outubro,PRÓ-SÉRUM,10
LAPA,LAVIEEN,Setembro,LAVIEEN,390
LAPA,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,60
LAPA,MEDICINA ESTÉTICA,Abril,BOTOX POWER,1350
LAPA,MEDICINA ESTÉTICA,Abril,DERMAROLLER,270
LAPA,MEDICINA ESTÉTICA,Abril,ENZIMA MELASMA,180
LAPA,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,390
LAPA,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,870
LAPA,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,30
LAPA,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,615
LAPA,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,180
LAPA,MEDICINA ESTÉTICA,Abril,RADIESSE,60
LAPA,MEDICINA ESTÉTICA,Abril,RETOQUE,420
LAPA,MEDICINA ESTÉTICA,Abril,SCULPTRA,660
LAPA,MEDICINA ESTÉTICA,Abril,SECAGEM,390
LAPA,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,90
LAPA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,840
LAPA,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,180
LAPA,MEDICINA ESTÉTICA,Agosto,ENZIMA MELASMA,90
LAPA,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,330
LAPA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,510
LAPA,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,30
LAPA,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,285
LAPA,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,60
LAPA,MEDICINA ESTÉTICA,Agosto,RADIESSE,30
LAPA,MEDICINA ESTÉTICA,Agosto,RETOQUE,315
LAPA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,480
LAPA,MEDICINA ESTÉTICA,Agosto,SECAGEM,90
LAPA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,60
LAPA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,960
LAPA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,240
LAPA,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,60
LAPA,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,420
LAPA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,720
LAPA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,60
LAPA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,270
LAPA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,270
LAPA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,30
LAPA,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,255
LAPA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,180
LAPA,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,450
LAPA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,120
LAPA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,690
LAPA,MEDICINA ESTÉTICA,Julho,DERMAROLLER,90
LAPA,MEDICINA ESTÉTICA,Julho,ENZIMA MELASMA,30
LAPA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,270
LAPA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,840
LAPA,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,30
LAPA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,210
LAPA,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,120
LAPA,MEDICINA ESTÉTICA,Julho,RETOQUE,345
LAPA,MEDICINA ESTÉTICA,Julho,SCULPTRA,450
LAPA,MEDICINA ESTÉTICA,Julho,SECAGEM,120
LAPA,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,90
LAPA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,750
LAPA,MEDICINA ESTÉTICA,Junho,DERMAROLLER,180
LAPA,MEDICINA ESTÉTICA,Junho,ENZIMA MELASMA,30
LAPA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,300
LAPA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,600
LAPA,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,30
LAPA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,285
LAPA,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,90
LAPA,MEDICINA ESTÉTICA,Junho,RADIESSE,30
LAPA,MEDICINA ESTÉTICA,Junho,RETOQUE,375
LAPA,MEDICINA ESTÉTICA,Junho,SCULPTRA,330
LAPA,MEDICINA ESTÉTICA,Junho,SECAGEM,270
LAPA,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,180
LAPA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,1290
LAPA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,150
LAPA,MEDICINA ESTÉTICA,Maio,ENZIMA MELASMA,90
LAPA,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,510
LAPA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,600
LAPA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,420
LAPA,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,120
LAPA,MEDICINA ESTÉTICA,Maio,RADIESSE,30
LAPA,MEDICINA ESTÉTICA,Maio,RETOQUE,570
LAPA,MEDICINA ESTÉTICA,Maio,SCULPTRA,510
LAPA,MEDICINA ESTÉTICA,Maio,SECAGEM,210
LAPA,MEDICINA ESTÉTICA,Março,BOTOX POWER,600
LAPA,MEDICINA ESTÉTICA,Março,DERMAROLLER,150
LAPA,MEDICINA ESTÉTICA,Março,ENZIMA MELASMA,120
LAPA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,450
LAPA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,540
LAPA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,60
LAPA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,585
LAPA,MEDICINA ESTÉTICA,Março,PRÓ-MESO,300
LAPA,MEDICINA ESTÉTICA,Março,RETOQUE,360
LAPA,MEDICINA ESTÉTICA,Março,SCULPTRA,300
LAPA,MEDICINA ESTÉTICA,Março,SECAGEM,390
LAPA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,540
LAPA,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,210
LAPA,MEDICINA ESTÉTICA,Novembro,ENZIMA MELASMA,120
LAPA,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,15
LAPA,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,330
LAPA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,330
LAPA,MEDICINA ESTÉTICA,Novembro,PRÓ-BELLA,60
LAPA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,300
LAPA,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,120
LAPA,MEDICINA ESTÉTICA,Novembro,RETOQUE,180
LAPA,MEDICINA ESTÉTICA,Novembro,SECAGEM,270
LAPA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,150
LAPA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,840
LAPA,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,390
LAPA,MEDICINA ESTÉTICA,Outubro,ENZIMA MELASMA,120
LAPA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,420
LAPA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,690
LAPA,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,60
LAPA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,540
LAPA,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,90
LAPA,MEDICINA ESTÉTICA,Outubro,RADIESSE,210
LAPA,MEDICINA ESTÉTICA,Outubro,RETOQUE,270
LAPA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,300
LAPA,MEDICINA ESTÉTICA,Outubro,SECAGEM,270
LAPA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,30
LAPA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,690
