Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Quantidade,Duração (min),Custo Direto,Quantidade (cortesia),Custo Direto (corteisa)
ITAIM,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,5,150,156.7,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,3,90,893.4000000000001,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,14,210,581.14,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Junho,RETOQUE,3,45,0.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Junho,SCULPTRA,3,90,3102.54,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Junho,SECAGEM,2,60,45.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,BOTOX POWER,12,360,3693.84,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,DERMAROLLER,1,30,115.48,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,3,90,94.02,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,8,240,2382.4,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,17,255,705.67,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,RETOQUE,4,60,0.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,SCULPTRA,7,210,7239.26,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,SECAGEM,3,90,67.5,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Março,BOTOX POWER,6,180,1846.92,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,1,30,31.34,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,4,120,1191.2,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,10,150,415.09999999999997,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Março,PRÓ-MESO,2,60,91.64,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Março,RETOQUE,2,30,0.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Março,SCULPTRA,2,60,2068.36,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Março,SECAGEM,1,30,22.5,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,6,180,1846.92,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,1,30,115.48,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,1,15,98.36,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,1,30,31.34,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,2,60,595.6,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,7,105,290.57,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,1,30,45.82,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,RETOQUE,2,30,0.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,SCULPTRA,3,90,3102.54,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,SECAGEM,1,30,22.5,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,4,120,1231.28,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,3,90,346.44,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,1,15,98.36,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,6,180,188.04,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,3,90,893.4000000000001,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,10,150,415.09999999999997,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,RADIESSE,1,30,771.18,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,RETOQUE,3,45,0.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,SCULPTRA,6,180,6205.08,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,SECAGEM,2,60,45.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,7,210,2154.74,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,1,30,31.34,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,5,150,1489.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,16,240,664.16,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,1,30,45.82,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,RADIESSE,2,60,1542.36,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,RETOQUE,8,120,0.0,0.0,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,SCULPTRA,6,180,6205.08,0.0,0.0
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,8,480,5884.96,0.0,0.0
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER INTERNO COXA,1,90,1343.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,1,30,243.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,8,480,5884.96,0.0,0.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,2,180,2038.16,0.0,0.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1,90,1258.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,1,30,243.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,7,210,1771.8400000000001,0.0,0.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,6,360,4413.72,0.0,0.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2,180,2038.16,0.0,0.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,4,120,1012.48,0.0,0.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1,60,735.62,0.0,0.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,1,30,243.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,8,240,2024.96,0.0,0.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,5,300,3678.1,0.0,0.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,15,900,11034.3,0.0,0.0
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,3,180,2206.86,0.0,0.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,2,180,2038.16,0.0,0.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,2,60,486.24,0.0,0.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,2,60,506.24,0.0,0.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,5,300,3678.1,0.0,0.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,1,30,243.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,2,60,506.24,0.0,0.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,7,420,5149.34,0.0,0.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,2,90,841.24,0.0,0.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,2,60,486.24,0.0,0.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,4,120,1012.48,0.0,0.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,12,720,8827.44,0.0,0.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER INTERNO COXA,1,90,1343.12,0.0,0.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,3,90,729.36,0.0,0.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,7,210,1771.8400000000001,0.0,0.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,2,80,926.24,0.0,0.0
JARDINS,ESTÉTICA,Abril,CARBOXITERAPIA,42,1260,1013.0400000000001,9.0,217.08
JARDINS,ESTÉTICA,Abril,CRIOLIPÓLISE,36,2160,3714.12,0.0,0.0
JARDINS,ESTÉTICA,Abril,DRENAGEM,156,9360,4509.96,0.0,0.0
JARDINS,ESTÉTICA,Abril,HECCUS,97,2910,2095.2000000000003,3.0,64.80000000000001
JARDINS,ESTÉTICA,Abril,HIDRATAÇÃO,143,4290,3311.88,142.0,3288.72
JARDINS,ESTÉTICA,Abril,LIMPEZA DE PELE,224,13440,8901.76,55.0,2185.7000000000003
JARDINS,ESTÉTICA,Abril,PEELING DE DIAMANTE,111,3330,3630.81,109.0,3565.39
JARDINS,ESTÉTICA,Abril,PRÓ- SHAPE,15,900,595.5,0.0,0.0
JARDINS,ESTÉTICA,Abril,RADIOFREQUÊNCIA,26,780,744.9,10.0,286.5
JARDINS,ESTÉTICA,Agosto,CARBOXITERAPIA,22,660,530.64,1.0,24.12
JARDINS,ESTÉTICA,Agosto,CRIOLIPÓLISE,36,2160,3714.12,0.0,0.0
JARDINS,ESTÉTICA,Agosto,DRENAGEM,125,7500,3613.75,0.0,0.0
JARDINS,ESTÉTICA,Agosto,HECCUS,58,1740,1252.8000000000002,11.0,237.60000000000002
JARDINS,ESTÉTICA,Agosto,HIDRATAÇÃO,33,990,764.28,33.0,764.28
JARDINS,ESTÉTICA,Agosto,LIMPEZA DE PELE,181,10860,7192.9400000000005,20.0,794.8000000000001
JARDINS,ESTÉTICA,Agosto,PEELING DE DIAMANTE,128,3840,4186.88,128.0,4186.88
JARDINS,ESTÉTICA,Agosto,PRÓ- SHAPE,12,720,476.40000000000003,0.0,0.0
JARDINS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,7,210,200.54999999999998,4.0,114.6
JARDINS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,41,1230,988.9200000000001,2.0,48.24
JARDINS,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,45,2700,4642.65,0.0,0.0
JARDINS,ESTÉTICA,Fevereiro,DRENAGEM,111,6660,3209.01,0.0,0.0
JARDINS,ESTÉTICA,Fevereiro,HECCUS,88,2640,1900.8000000000002,0.0,0.0
JARDINS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,105,3150,2431.8,102.0,2362.32
JARDINS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,227,13620,9020.98,37.0,1470.38
JARDINS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,89,2670,2911.19,88.0,2878.48
JARDINS,ESTÉTICA,Fevereiro,PRÓ- SHAPE,22,1320,873.4000000000001,0.0,0.0
JARDINS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,32,960,916.8,5.0,143.25
JARDINS,ESTÉTICA,Julho,CARBOXITERAPIA,33,990,795.96,6.0,144.72
JARDINS,ESTÉTICA,Julho,CRIOLIPÓLISE,33,1980,3404.61,0.0,0.0
JARDINS,ESTÉTICA,Julho,DRENAGEM,129,7740,3729.39,0.0,0.0
JARDINS,ESTÉTICA,Julho,HECCUS,63,1890,1360.8000000000002,8.0,172.8
JARDINS,ESTÉTICA,Julho,HIDRATAÇÃO,48,1440,1111.68,48.0,1111.68
JARDINS,ESTÉTICA,Julho,LIMPEZA DE PELE,198,11880,7868.52,21.0,834.5400000000001
JARDINS,ESTÉTICA,Julho,PEELING DE DIAMANTE,129,3870,4219.59,129.0,4219.59
JARDINS,ESTÉTICA,Julho,PRÓ- SHAPE,21,1260,833.7,0.0,0.0
JARDINS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,30,900,859.5,15.0,429.75
JARDINS,ESTÉTICA,Junho,CARBOXITERAPIA,22,660,530.64,8.0,192.96
JARDINS,ESTÉTICA,Junho,CRIOLIPÓLISE,22,1320,2269.7400000000002,0.0,0.0
JARDINS,ESTÉTICA,Junho,DRENAGEM,116,6960,3353.56,0.0,0.0
JARDINS,ESTÉTICA,Junho,HECCUS,96,2880,2073.6000000000004,5.0,108.0
JARDINS,ESTÉTICA,Junho,HIDRATAÇÃO,143,4290,3311.88,143.0,3311.88
JARDINS,ESTÉTICA,Junho,LIMPEZA DE PELE,179,10740,7113.46,31.0,1231.94
JARDINS,ESTÉTICA,Junho,PEELING DE DIAMANTE,103,3090,3369.13,103.0,3369.13
JARDINS,ESTÉTICA,Junho,PRÓ- SHAPE,10,600,397.0,0.0,0.0
JARDINS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,18,540,515.6999999999999,6.0,171.89999999999998
JARDINS,ESTÉTICA,Maio,CARBOXITERAPIA,36,1080,868.32,12.0,289.44
JARDINS,ESTÉTICA,Maio,CRIOLIPÓLISE,30,1800,3095.1,0.0,0.0
JARDINS,ESTÉTICA,Maio,DRENAGEM,99,5940,2862.09,0.0,0.0
JARDINS,ESTÉTICA,Maio,HECCUS,108,3240,2332.8,4.0,86.4
JARDINS,ESTÉTICA,Maio,HIDRATAÇÃO,80,2400,1852.8,80.0,1852.8
JARDINS,ESTÉTICA,Maio,LIMPEZA DE PELE,172,10320,6835.280000000001,18.0,715.32
JARDINS,ESTÉTICA,Maio,PEELING DE DIAMANTE,80,2400,2616.8,78.0,2551.38
JARDINS,ESTÉTICA,Maio,PRÓ- SHAPE,19,1140,754.3000000000001,3.0,119.10000000000001
JARDINS,ESTÉTICA,Maio,RADIOFREQUÊNCIA,40,1200,1146.0,11.0,315.15
JARDINS,ESTÉTICA,Março,CARBOXITERAPIA,42,1260,1013.0400000000001,0.0,0.0
JARDINS,ESTÉTICA,Março,CRIOLIPÓLISE,33,1980,3404.61,0.0,0.0
JARDINS,ESTÉTICA,Março,DRENAGEM,131,7860,3787.21,0.0,0.0
JARDINS,ESTÉTICA,Março,HECCUS,78,2340,1684.8000000000002,0.0,0.0
JARDINS,ESTÉTICA,Março,HIDRATAÇÃO,65,1950,1505.4,65.0,1505.4
JARDINS,ESTÉTICA,Março,LIMPEZA DE PELE,264,15840,10491.36,80.0,3179.2000000000003
JARDINS,ESTÉTICA,Março,PEELING DE DIAMANTE,85,2550,2780.35,85.0,2780.35
JARDINS,ESTÉTICA,Março,PRÓ- SHAPE,17,1020,674.9000000000001,0.0,0.0
JARDINS,ESTÉTICA,Março,RADIOFREQUÊNCIA,10,300,286.5,2.0,57.3
JARDINS,ESTÉTICA,Novembro,CARBOXITERAPIA,21,630,506.52000000000004,0.0,0.0
JARDINS,ESTÉTICA,Novembro,DRENAGEM,58,3480,1676.78,0.0,0.0
JARDINS,ESTÉTICA,Novembro,HECCUS,29,870,626.4000000000001,1.0,21.6
JARDINS,ESTÉTICA,Novembro,HIDRATAÇÃO,6,180,138.96,6.0,138.96
JARDINS,ESTÉTICA,Novembro,LIMPEZA DE PELE,114,6840,4530.360000000001,20.0,794.8000000000001
JARDINS,ESTÉTICA,Novembro,PEELING DE DIAMANTE,43,1290,1406.53,42.0,1373.82
JARDINS,ESTÉTICA,Novembro,PRÓ- SHAPE,5,300,198.5,0.0,0.0
JARDINS,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,26,780,744.9,4.0,114.6
JARDINS,ESTÉTICA,Outubro,CARBOXITERAPIA,55,1650,1326.6000000000001,0.0,0.0
JARDINS,ESTÉTICA,Outubro,CRIOLIPÓLISE,27,1620,2785.59,0.0,0.0
JARDINS,ESTÉTICA,Outubro,DRENAGEM,97,5820,2804.27,0.0,0.0
JARDINS,ESTÉTICA,Outubro,HECCUS,54,1620,1166.4,10.0,216.0
JARDINS,ESTÉTICA,Outubro,HIDRATAÇÃO,17,510,393.72,17.0,393.72
JARDINS,ESTÉTICA,Outubro,LIMPEZA DE PELE,168,10080,6676.320000000001,19.0,755.0600000000001
JARDINS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,74,2220,2420.54,73.0,2387.83
JARDINS,ESTÉTICA,Outubro,PRÓ- SHAPE,11,660,436.70000000000005,0.0,0.0
JARDINS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,32,960,916.8,13.0,372.45
JARDINS,ESTÉTICA,Setembro,CARBOXITERAPIA,26,780,627.12,1.0,24.12
JARDINS,ESTÉTICA,Setembro,CRIOLIPÓLISE,35,2100,3610.9500000000003,0.0,0.0
JARDINS,ESTÉTICA,Setembro,DRENAGEM,102,6120,2948.82,0.0,0.0
JARDINS,ESTÉTICA,Setembro,HECCUS,48,1440,1036.8000000000002,9.0,194.4
JARDINS,ESTÉTICA,Setembro,HIDRATAÇÃO,19,570,440.04,18.0,416.88
JARDINS,ESTÉTICA,Setembro,LIMPEZA DE PELE,146,8760,5802.04,18.0,715.32
JARDINS,ESTÉTICA,Setembro,PEELING DE DIAMANTE,64,1920,2093.44,64.0,2093.44
JARDINS,ESTÉTICA,Setembro,PRÓ- SHAPE,19,1140,754.3000000000001,0.0,0.0
JARDINS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,24,720,687.5999999999999,13.0,372.45
JARDINS,LAVIEEN,Abril,LAVIEEN,146,2190,14125.5,116.0,11223.0
JARDINS,LAVIEEN,Abril,PRÓ-SÉRUM,26,130,1748.2399999999998,0.0,0.0
JARDINS,LAVIEEN,Agosto,LAVIEEN,136,2040,13158.0,118.0,11416.5
JARDINS,LAVIEEN,Agosto,PRÓ-SÉRUM,37,185,2487.8799999999997,0.0,0.0
JARDINS,LAVIEEN,Fevereiro,LAVIEEN,113,1695,10932.75,83.0,8030.25
JARDINS,LAVIEEN,Julho,LAVIEEN,156,2340,15093.0,142.0,13738.5
JARDINS,LAVIEEN,Julho,PRÓ-SÉRUM,41,205,2756.8399999999997,0.0,0.0
JARDINS,LAVIEEN,Junho,LAVIEEN,120,1800,11610.0,108.0,10449.0
JARDINS,LAVIEEN,Junho,PRÓ-SÉRUM,41,205,2756.8399999999997,0.0,0.0
JARDINS,LAVIEEN,Maio,LAVIEEN,125,1875,12093.75,98.0,9481.5
JARDINS,LAVIEEN,Maio,PRÓ-SÉRUM,38,190,2555.12,0.0,0.0
JARDINS,LAVIEEN,Março,LAVIEEN,80,1200,7740.0,60.0,5805.0
JARDINS,LAVIEEN,Novembro,LAVIEEN,21,315,2031.75,20.0,1935.0
JARDINS,LAVIEEN,Novembro,PRÓ-SÉRUM,4,20,268.96,0.0,0.0
JARDINS,LAVIEEN,Outubro,LAVIEEN,116,1740,11223.0,98.0,9481.5
JARDINS,LAVIEEN,Outubro,PRÓ-SÉRUM,34,170,2286.16,0.0,0.0
JARDINS,LAVIEEN,Setembro,LAVIEEN,102,1530,9868.5,85.0,8223.75
JARDINS,LAVIEEN,Setembro,PRÓ-SÉRUM,27,135,1815.4799999999998,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,11,330,1787.0600000000002,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,BOTOX POWER,111,3330,34168.02,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,CO2 CICATRIZ,5,50,946.2,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,CO2 COLO,2,40,428.48,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,CO2 MÃOS,1,10,189.24,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,CO2 OLHEIRAS,2,20,378.48,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,CO2 PESCOÇO,1,20,214.24,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,CO2 ROSTO,18,540,4486.32,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,DERMAROLLER,13,390,1501.24,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,22,660,689.48,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,73,2190,21739.4,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,5,150,335.5,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,68,1020,2822.68,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,7,210,320.74,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,RADIESSE,16,480,12338.88,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,RETOQUE,16,240,0.0,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,SCULPTRA,69,2070,71358.42,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Abril,SECAGEM,15,450,337.5,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,21,630,3411.6600000000003,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,92,2760,28319.44,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,CO2 CICATRIZ,1,10,189.24,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,CO2 COLO,3,60,642.72,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,CO2 OLHEIRAS,1,10,189.24,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,CO2 ROSTO,11,330,2741.6400000000003,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,9,270,1039.32,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,19,570,595.46,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,72,2160,21441.600000000002,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,2,60,134.2,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,56,840,2324.56,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,5,150,229.1,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,RADIESSE,16,480,12338.88,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,RETOQUE,43,645,0.0,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,SCULPTRA,79,2370,81700.22,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Agosto,SECAGEM,5,150,112.5,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,13,390,2111.98,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,78,2340,24009.96,1.0,307.82
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,8,80,1513.92,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 COLO,1,20,214.24,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 OLHEIRAS,2,20,378.48,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 PESCOÇO,2,40,428.48,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,26,780,6480.24,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,12,360,1385.76,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,21,630,658.14,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,45,1350,13401.0,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,5,150,335.5,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-FIT,2,30,111.44,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,87,1305,3611.37,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,13,390,595.66,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,21,630,16194.779999999999,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,14,210,0.0,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,44,1320,45503.920000000006,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,18,540,405.0,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,17,510,2761.82,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,117,3510,36014.94,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 CICATRIZ,6,60,1135.44,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 COLO,2,40,428.48,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 MÃOS,3,30,567.72,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 PESCOÇO,2,40,428.48,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 ROSTO,11,330,2741.6400000000003,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,DERMAROLLER,8,240,923.84,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,16,480,501.44,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,72,2160,21441.600000000002,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,81,1215,3362.31,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,3,90,137.46,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,RADIESSE,24,720,18508.32,0.0,0.0
JARDINS,MEDICINA ESTÉTICA,Julho,RETOQUE,41,615,0.0,0.0,0.0
